id,komentar,label
2637,Program kerja BEM kurang bagus,negatif
2638,HIMA kurang responsif,negatif
2639,Acara ORMAWA membosankan,negatif
2640,Panitia kurang profesional,negatif
2641,Panitia kurang profesional,negatif
2642,ORMAWA tidak maksimal,negatif
2643,ORMAWA tidak maksimal,negatif
2644,Kegiatan tidak sesuai harapan,negatif
2645,HIMA kurang responsif,negatif
2646,Acara kampus berantakan,negatif
2647,Program kerja BEM kurang bagus,negatif
2648,Acara kampus berantakan,negatif
2649,Kegiatan tidak sesuai harapan,negatif
2650,UKM kampus tidak aktif,negatif
2651,ORMAWA tidak maksimal,negatif
2652,HIMA kurang responsif,negatif
2653,Kegiatan BEM kurang terorganisir,negatif
2654,ORMAWA tidak maksimal,negatif
2655,Saya kecewa dengan kegiatan ini,negatif
2656,Acara kampus berantakan,negatif
2657,Program kerja BEM kurang bagus,negatif
2658,Program kerja BEM kurang bagus,negatif
2659,Acara ORMAWA membosankan,negatif
2660,ORMAWA tidak maksimal,negatif
2661,HIMA kurang responsif,negatif
2662,Kegiatan tidak sesuai harapan,negatif
2663,Kegiatan tidak sesuai harapan,negatif
2664,Acara ORMAWA membosankan,negatif
2665,Saya kecewa dengan kegiatan ini,negatif
2666,Panitia kurang profesional,negatif
2667,Acara kampus berantakan,negatif
2668,UKM kampus tidak aktif,negatif
2669,Acara kampus berantakan,negatif
2670,HIMA kurang responsif,negatif
2671,UKM kampus tidak aktif,negatif
2672,HIMA kurang responsif,negatif
2673,HIMA kurang responsif,negatif
2674,Kegiatan BEM kurang terorganisir,negatif
2675,Acara kampus berantakan,negatif
2676,UKM kampus tidak aktif,negatif
2677,Acara kampus berantakan,negatif
2678,Acara ORMAWA membosankan,negatif
2679,Kegiatan tidak sesuai harapan,negatif
2680,Kegiatan tidak sesuai harapan,negatif
2681,Saya kecewa dengan kegiatan ini,negatif
2682,Acara kampus berantakan,negatif
2683,Panitia kurang profesional,negatif
2684,HIMA kurang responsif,negatif
2685,ORMAWA tidak maksimal,negatif
2686,UKM kampus tidak aktif,negatif
2687,HIMA kurang responsif,negatif
2688,HIMA kurang responsif,negatif
2689,Acara ORMAWA membosankan,negatif
2690,Kegiatan tidak sesuai harapan,negatif
2691,Saya kecewa dengan kegiatan ini,negatif
2692,Panitia kurang profesional,negatif
2693,Acara ORMAWA membosankan,negatif
2694,Panitia kurang profesional,negatif
2695,Program kerja BEM kurang bagus,negatif
2696,Panitia kurang profesional,negatif
2697,UKM kampus tidak aktif,negatif
2698,ORMAWA tidak maksimal,negatif
2699,Panitia kurang profesional,negatif
2700,Acara kampus berantakan,negatif
2701,Acara ORMAWA membosankan,negatif
2702,Acara kampus berantakan,negatif
2703,Acara ORMAWA membosankan,negatif
2704,Kegiatan BEM kurang terorganisir,negatif
2705,Program kerja BEM kurang bagus,negatif
2706,Acara kampus berantakan,negatif
2707,HIMA kurang responsif,negatif
2708,UKM kampus tidak aktif,negatif
2709,ORMAWA tidak maksimal,negatif
2710,ORMAWA tidak maksimal,negatif
2711,ORMAWA tidak maksimal,negatif
2712,Kegiatan tidak sesuai harapan,negatif
2713,Kegiatan tidak sesuai harapan,negatif
2714,Kegiatan tidak sesuai harapan,negatif
2715,UKM kampus tidak aktif,negatif
2716,Saya kecewa dengan kegiatan ini,negatif
2717,Panitia kurang profesional,negatif
2718,UKM kampus tidak aktif,negatif
2719,Acara kampus berantakan,negatif
2720,Program kerja BEM kurang bagus,negatif
2721,UKM kampus tidak aktif,negatif
2722,Program kerja BEM kurang bagus,negatif
2723,Program kerja BEM kurang bagus,negatif
2724,Kegiatan BEM kurang terorganisir,negatif
2725,Kegiatan tidak sesuai harapan,negatif
2726,Kegiatan BEM kurang terorganisir,negatif
2727,Program kerja BEM kurang bagus,negatif
2728,UKM kampus tidak aktif,negatif
2729,Program kerja BEM kurang bagus,negatif
2730,Acara kampus berantakan,negatif
2731,Acara ORMAWA membosankan,negatif
2732,HIMA kurang responsif,negatif
2733,ORMAWA tidak maksimal,negatif
2734,Panitia kurang profesional,negatif
2735,Panitia kurang profesional,negatif
2736,UKM kampus tidak aktif,negatif
2737,Acara kampus berantakan,negatif
2738,Program kerja BEM kurang bagus,negatif
2739,HIMA kurang responsif,negatif
2740,HIMA kurang responsif,negatif
2741,HIMA kurang responsif,negatif
2742,Kegiatan tidak sesuai harapan,negatif
2743,Acara ORMAWA membosankan,negatif
2744,Acara kampus berantakan,negatif
2745,HIMA kurang responsif,negatif
2746,Kegiatan BEM kurang terorganisir,negatif
2747,Panitia kurang profesional,negatif
2748,Program kerja BEM kurang bagus,negatif
2749,Panitia kurang profesional,negatif
2750,Acara ORMAWA membosankan,negatif
2751,Acara kampus berantakan,negatif
2752,Kegiatan BEM kurang terorganisir,negatif
2753,Kegiatan BEM kurang terorganisir,negatif
2754,ORMAWA tidak maksimal,negatif
2755,Kegiatan BEM kurang terorganisir,negatif
2756,Program kerja BEM kurang bagus,negatif
2757,ORMAWA tidak maksimal,negatif
2758,ORMAWA tidak maksimal,negatif
2759,Program kerja BEM kurang bagus,negatif
2760,ORMAWA tidak maksimal,negatif
2761,Program kerja BEM kurang bagus,negatif
2762,Acara kampus berantakan,negatif
2763,Acara kampus berantakan,negatif
2764,Kegiatan BEM kurang terorganisir,negatif
2765,UKM kampus tidak aktif,negatif
2766,Panitia kurang profesional,negatif
2767,UKM kampus tidak aktif,negatif
2768,Acara ORMAWA membosankan,negatif
2769,Kegiatan tidak sesuai harapan,negatif
2770,Saya kecewa dengan kegiatan ini,negatif
2771,Panitia kurang profesional,negatif
2772,Acara ORMAWA membosankan,negatif
2773,Saya kecewa dengan kegiatan ini,negatif
2774,ORMAWA tidak maksimal,negatif
2775,Saya kecewa dengan kegiatan ini,negatif
2776,Acara ORMAWA membosankan,negatif
2777,Saya kecewa dengan kegiatan ini,negatif
2778,Acara kampus berantakan,negatif
2779,Saya kecewa dengan kegiatan ini,negatif
2780,ORMAWA tidak maksimal,negatif
2781,Kegiatan tidak sesuai harapan,negatif
2782,UKM kampus tidak aktif,negatif
2783,Kegiatan tidak sesuai harapan,negatif
2784,Acara ORMAWA membosankan,negatif
2785,HIMA kurang responsif,negatif
2786,ORMAWA tidak maksimal,negatif
2787,Panitia kurang profesional,negatif
2788,Acara ORMAWA membosankan,negatif
2789,Kegiatan tidak sesuai harapan,negatif
2790,ORMAWA tidak maksimal,negatif
2791,Acara kampus berantakan,negatif
2792,ORMAWA tidak maksimal,negatif
2793,ORMAWA tidak maksimal,negatif
2794,ORMAWA tidak maksimal,negatif
2795,HIMA kurang responsif,negatif
2796,UKM kampus tidak aktif,negatif
2797,Saya kecewa dengan kegiatan ini,negatif
2798,Program kerja BEM kurang bagus,negatif
2799,Acara kampus berantakan,negatif
2800,ORMAWA tidak maksimal,negatif
2801,Saya kecewa dengan kegiatan ini,negatif
2802,Acara kampus berantakan,negatif
2803,Saya kecewa dengan kegiatan ini,negatif
2804,Kegiatan tidak sesuai harapan,negatif
2805,Acara kampus berantakan,negatif
2806,HIMA kurang responsif,negatif
2807,ORMAWA tidak maksimal,negatif
2808,Saya kecewa dengan kegiatan ini,negatif
2809,Saya kecewa dengan kegiatan ini,negatif
2810,Saya kecewa dengan kegiatan ini,negatif
2811,Panitia kurang profesional,negatif
2812,HIMA kurang responsif,negatif
2813,ORMAWA tidak maksimal,negatif
2814,Acara kampus berantakan,negatif
2815,ORMAWA tidak maksimal,negatif
2816,Panitia kurang profesional,negatif
2817,Acara kampus berantakan,negatif
2818,Acara ORMAWA membosankan,negatif
2819,ORMAWA tidak maksimal,negatif
2820,Kegiatan tidak sesuai harapan,negatif
2821,Saya kecewa dengan kegiatan ini,negatif
2822,ORMAWA tidak maksimal,negatif
2823,Acara kampus berantakan,negatif
2824,Acara ORMAWA membosankan,negatif
2825,Saya kecewa dengan kegiatan ini,negatif
2826,Kegiatan BEM kurang terorganisir,negatif
2827,Acara kampus berantakan,negatif
2828,UKM kampus tidak aktif,negatif
2829,HIMA kurang responsif,negatif
2830,HIMA kurang responsif,negatif
2831,Saya kecewa dengan kegiatan ini,negatif
2832,UKM kampus tidak aktif,negatif
2833,Kegiatan BEM kurang terorganisir,negatif
2834,Kegiatan BEM kurang terorganisir,negatif
2835,Saya kecewa dengan kegiatan ini,negatif
2836,UKM kampus tidak aktif,negatif
2837,ORMAWA tidak maksimal,negatif
2838,Acara kampus berantakan,negatif
2839,Kegiatan tidak sesuai harapan,negatif
2840,UKM kampus tidak aktif,negatif
2841,Acara kampus berantakan,negatif
2842,Saya kecewa dengan kegiatan ini,negatif
2843,Panitia kurang profesional,negatif
2844,Acara kampus berantakan,negatif
2845,Acara ORMAWA membosankan,negatif
2846,Program kerja BEM kurang bagus,negatif
2847,Saya kecewa dengan kegiatan ini,negatif
2848,Kegiatan BEM kurang terorganisir,negatif
2849,Acara ORMAWA membosankan,negatif
2850,Saya kecewa dengan kegiatan ini,negatif
2851,HIMA kurang responsif,negatif
2852,HIMA kurang responsif,negatif
2853,Saya kecewa dengan kegiatan ini,negatif
2854,Kegiatan tidak sesuai harapan,negatif
2855,Acara kampus berantakan,negatif
2856,Acara ORMAWA membosankan,negatif
2857,Acara kampus berantakan,negatif
2858,Program kerja BEM kurang bagus,negatif
2859,UKM kampus tidak aktif,negatif
2860,Kegiatan BEM kurang terorganisir,negatif
2861,Kegiatan BEM kurang terorganisir,negatif
2862,Kegiatan BEM kurang terorganisir,negatif
2863,Kegiatan BEM kurang terorganisir,negatif
2864,Kegiatan BEM kurang terorganisir,negatif
2865,Acara ORMAWA membosankan,negatif
2866,Kegiatan tidak sesuai harapan,negatif
2867,ORMAWA tidak maksimal,negatif
2868,HIMA kurang responsif,negatif
2869,Program kerja BEM kurang bagus,negatif
2870,Panitia kurang profesional,negatif
2871,Panitia kurang profesional,negatif
2872,Acara kampus berantakan,negatif
2873,Acara kampus berantakan,negatif
2874,Acara ORMAWA membosankan,negatif
2875,Acara ORMAWA membosankan,negatif
2876,HIMA kurang responsif,negatif
2877,Kegiatan BEM kurang terorganisir,negatif
2878,Acara ORMAWA membosankan,negatif
2879,Acara kampus berantakan,negatif
2880,Acara ORMAWA membosankan,negatif
2881,Kegiatan BEM kurang terorganisir,negatif
2882,Saya kecewa dengan kegiatan ini,negatif
2883,UKM kampus tidak aktif,negatif
2884,Saya kecewa dengan kegiatan ini,negatif
2885,UKM kampus tidak aktif,negatif
2886,Acara kampus berantakan,negatif
2887,ORMAWA tidak maksimal,negatif
2888,UKM kampus tidak aktif,negatif
2889,HIMA kurang responsif,negatif
2890,Saya kecewa dengan kegiatan ini,negatif
2891,Program kerja BEM kurang bagus,negatif
2892,Panitia kurang profesional,negatif
2893,Saya kecewa dengan kegiatan ini,negatif
2894,Acara ORMAWA membosankan,negatif
2895,Panitia kurang profesional,negatif
2896,Panitia kurang profesional,negatif
2897,Program kerja BEM kurang bagus,negatif
2898,Program kerja BEM kurang bagus,negatif
2899,Acara ORMAWA membosankan,negatif
2900,Acara kampus berantakan,negatif
2901,Acara ORMAWA membosankan,negatif
2902,Acara kampus berantakan,negatif
2903,Acara kampus berantakan,negatif
2904,HIMA kurang responsif,negatif
2905,Kegiatan tidak sesuai harapan,negatif
2906,Program kerja BEM kurang bagus,negatif
2907,Kegiatan BEM kurang terorganisir,negatif
2908,Program kerja BEM kurang bagus,negatif
2909,Kegiatan BEM kurang terorganisir,negatif
2910,UKM kampus tidak aktif,negatif
2911,Program kerja BEM kurang bagus,negatif
2912,Panitia kurang profesional,negatif
2913,Panitia kurang profesional,negatif
2914,Kegiatan BEM kurang terorganisir,negatif
2915,Acara ORMAWA membosankan,negatif
2916,Kegiatan tidak sesuai harapan,negatif
2917,HIMA kurang responsif,negatif
2918,UKM kampus tidak aktif,negatif
2919,Panitia kurang profesional,negatif
2920,Saya kecewa dengan kegiatan ini,negatif
2921,Program kerja BEM kurang bagus,negatif
2922,Acara ORMAWA membosankan,negatif
2923,Acara kampus berantakan,negatif
2924,ORMAWA tidak maksimal,negatif
2925,Saya kecewa dengan kegiatan ini,negatif
2926,HIMA kurang responsif,negatif
2927,Acara ORMAWA membosankan,negatif
2928,Saya kecewa dengan kegiatan ini,negatif
2929,HIMA kurang responsif,negatif
2930,ORMAWA tidak maksimal,negatif
2931,ORMAWA tidak maksimal,negatif
2932,Acara ORMAWA membosankan,negatif
2933,Panitia kurang profesional,negatif
2934,Saya kecewa dengan kegiatan ini,negatif
2935,Kegiatan BEM kurang terorganisir,negatif
2936,Kegiatan BEM kurang terorganisir,negatif
2937,Acara ORMAWA membosankan,negatif
2938,ORMAWA tidak maksimal,negatif
2939,Acara kampus berantakan,negatif
2940,Panitia kurang profesional,negatif
2941,Acara ORMAWA membosankan,negatif
2942,Program kerja BEM kurang bagus,negatif
2943,Kegiatan BEM kurang terorganisir,negatif
2944,Program kerja BEM kurang bagus,negatif
2945,Acara kampus berantakan,negatif
2946,Acara kampus berantakan,negatif
2947,HIMA kurang responsif,negatif
2948,Saya kecewa dengan kegiatan ini,negatif
2949,Acara kampus berantakan,negatif
2950,Kegiatan tidak sesuai harapan,negatif
2951,Saya kecewa dengan kegiatan ini,negatif
2952,Kegiatan tidak sesuai harapan,negatif
2953,UKM kampus tidak aktif,negatif
2954,Acara ORMAWA membosankan,negatif
2955,Saya kecewa dengan kegiatan ini,negatif
2956,Acara kampus berantakan,negatif
2957,Program kerja BEM kurang bagus,negatif
2958,UKM kampus tidak aktif,negatif
2959,Program kerja BEM kurang bagus,negatif
2960,Panitia kurang profesional,negatif
2961,HIMA kurang responsif,negatif
2962,Kegiatan tidak sesuai harapan,negatif
2963,Kegiatan tidak sesuai harapan,negatif
2964,HIMA kurang responsif,negatif
2965,Acara ORMAWA membosankan,negatif
2966,Panitia kurang profesional,negatif
2967,UKM kampus tidak aktif,negatif
2968,HIMA kurang responsif,negatif
2969,Panitia kurang profesional,negatif
2970,HIMA kurang responsif,negatif
2971,Panitia kurang profesional,negatif
2972,HIMA kurang responsif,negatif
2973,Saya kecewa dengan kegiatan ini,negatif
2974,Acara kampus berantakan,negatif
2975,Acara kampus berantakan,negatif
2976,Acara ORMAWA membosankan,negatif
2977,Saya kecewa dengan kegiatan ini,negatif
2978,Kegiatan tidak sesuai harapan,negatif
2979,Panitia kurang profesional,negatif
2980,Acara kampus berantakan,negatif
2981,Program kerja BEM kurang bagus,negatif
2982,UKM kampus tidak aktif,negatif
2983,UKM kampus tidak aktif,negatif
2984,HIMA kurang responsif,negatif
2985,Program kerja BEM kurang bagus,negatif
2986,Acara kampus berantakan,negatif
2987,Panitia kurang profesional,negatif
2988,Acara ORMAWA membosankan,negatif
2989,Acara ORMAWA membosankan,negatif
2990,ORMAWA tidak maksimal,negatif
2991,Kegiatan BEM kurang terorganisir,negatif
2992,Saya kecewa dengan kegiatan ini,negatif
2993,Acara kampus berantakan,negatif
2994,HIMA kurang responsif,negatif
2995,Acara kampus berantakan,negatif
2996,Kegiatan BEM kurang terorganisir,negatif
2997,Kegiatan BEM kurang terorganisir,negatif
2998,Acara kampus berantakan,negatif
2999,HIMA kurang responsif,negatif
3000,HIMA kurang responsif,negatif
